Inserting into opinion... 

Records: 500  Deleted: 0  Skipped: 500  Warnings: 500
Level	Code	Message
Warning	1062	Duplicate entry '1' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '2' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '3' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '4' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '5' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '6' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '7' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '8' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '9' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '10' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '11' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '12' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '13' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '14' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '15' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '16' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '17' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '18' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '19' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '20' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '21' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '22' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '23' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '24' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '25' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '26' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '27' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '28' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '29' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '30' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '31' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '32' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '33' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '34' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '35' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '36' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '37' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '38' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '39' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '40' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '41' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '42' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '43' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '44' for key 'opinion.PRIMARY'
Warning	1062	Duplicate entry '45' for key 'opinion.PRIMARY'
