Inserting into couriers_orders... 

Records: 1000  Deleted: 0  Skipped: 10  Warnings: 10
Level	Code	Message
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
Warning	1452	Cannot add or update a child row: a foreign key constraint fails (`masnaszama`.`couriers_orders`, CONSTRAINT `FK81k145s3ngpq6wo0hljadxlrs` FOREIGN KEY (`person_id`) REFERENCES `courier` (`person_id`))
