Inserting into meal... 

Records: 1000  Deleted: 0  Skipped: 1000  Warnings: 1000
Level	Code	Message
Warning	1062	Duplicate entry '1' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '2' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '3' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '4' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '5' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '6' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '7' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '8' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '9' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '10' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '11' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '12' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '13' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '14' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '15' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '16' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '17' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '18' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '19' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '20' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '21' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '22' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '23' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '24' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '25' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '26' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '27' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '28' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '29' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '30' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '31' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '32' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '33' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '34' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '35' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '36' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '37' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '38' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '39' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '40' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '41' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '42' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '43' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '44' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '45' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '46' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '47' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '48' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '49' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '50' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '51' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '52' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '53' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '54' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '55' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '56' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '57' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '58' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '59' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '60' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '61' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '62' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '63' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '64' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '65' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '66' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '67' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '68' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '69' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '70' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '71' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '72' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '73' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '74' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '75' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '76' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '77' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '78' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '79' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '80' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '81' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '82' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '83' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '84' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '85' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '86' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '87' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '88' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '89' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '90' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '91' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '92' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '93' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '94' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '95' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '96' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '97' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '98' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '99' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '100' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '101' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '102' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '103' for key 'meal.PRIMARY'
Warning	1062	Duplicate entry '104' for key 'meal.PRIMARY'
